isValid,review
-1,物流超快，店家服务好，衣服款式新颖，穿着舒适，特有运动范。
-1,快速速度挺快的，服务也好，衣服和裤子都挺好，穿着也舒适，逛了好多家，还是这家比较满意。
-1,衣服质量很好，物流很快，颜色就是没有图上那么鲜艳，不过好好不影响，
-1,穿着舒服，质量还不错，比想象的还要好的，物流快
-1,厚实保暖性很好 做工精致漂亮 不气球 面料很舒服 尺码正 服务非常好
-1,这款衣服的质量挺好的版型也不错，颜色也蛮正，没有一点色差的感觉
-1,非常满意，穿起来好暖和啊！又显瘦。运动起来又很轻便。
-1,真心好看 又简单 里面有绒绒的 摸起来舒服也保暖 刚好一身
-1,无色差，做工精细，面料柔软，针脚平整，简直是大爱！毫不犹豫收藏了店铺，以后会常来的！
-1,超快，衣服样式很新颖，给姐姐买的，穿上漂亮，面料也很好，赞！
-1,衣服很不错，三件套很实用，妈妈很喜欢。样式和颜色都不错，没有起球的啊，也没有色差，还担心货的质量，真是闲的没事干了，下次再来买哦
-1,衣服款式新颖，质量不错，大小合适，布料厚实，包装好，没有色差，物流快服务好，物有所值，值得购买。 满意
-1,这款运动服样式美观、做工精细、面料考究，穿着得体、舒适、漂亮。卖家服务好，物流速度快。
-1,我买的三件套收到啦！挺满意的，挺好的，谢谢，我们的合作，下次合作愉快。
-1,的确发货很快，收到试穿了一下，穿着很舒服，款式新颖时尚.快递很快，后来我拿去洗了，放进洗衣机洗的，没掉色，也不起球的，质量是 不错的哦，赞赞
-1,非常棒，衣服合身，质量不错，价格公道！服务不错！超赞
-1,非常满意的一次购物，面料厚实手感是棉的，老公穿得很舒服，显年轻，保暖性强。冬天运动不愁。
-1,衣服质量很好，很厚实，穿着很舒服。颜色也正，爸妈很满意。
-1,衣服很不错，款式也很漂亮 ?穿着挺美，不错。
-1,不错非常喜欢，老公大爱哦，物流也很快，双12拍的，价格优惠，还会光临
1,衣服质量好好，连线头都没有。不错。料子很舒服。颜色也很棒
-1,可以可以！很好，料子很舒服，同桌说我穿的很好看，就像年轻了许多岁数一样，总体说还是不错的。
-1,真心的好，穿着很舒服，也比较厚实，这种天穿正好，下次还会再来光顾的！还有补充一句，商家服务态度特好！
1,很好看，面料很舒服。不会很薄，这个季节可以单穿。洗了一次，没有起球。嘻嘻感觉很划算！男朋友说我穿上很可爱～好
-1,衣衣质量很好，厚实，版型也很好看，由于事先没有和卖家沟通，自己拍了L，结果太大了，收到之后和卖家说了，很快就给换了M码，服务很好
-1,我在这里要先谢谢卖家，我想换一下衣服的型号，卖家很爽快的就答应了，并且帮忙办理了！东西到了两天了，回复的有点晚了。东西很厚实，手感也不错，质量很好，很满意的一次购物，下次还来，非常满意！很喜欢
-1,买了两件衣服，很不错，性价比高，小孩很喜欢，色彩手感都很满意，以后会经常光顾！
-1,衣服很好，挺厚实的，质量超赞，细节也很好，真的超值啦
-1,这款衣服我是老顾客第三次买了，上半年买过两套那是秋装没加棉的这次买的是冬装有加棉的质量很好，所以再买一套冬装有加棉的面料柔软是全棉的不褪色不变形也不起球款式好看值得放心购买！
-1,朋友推荐的，活动买嗯很划算，面料非常厚实，做工也好没有线头，一看就是好衣服怎么这么便宜呢，谢谢老板。还来买
-1,没有难闻的气味。 做工不错哦，摸上去挺舒服的，收到很满意。 偏厚，挺厚实的。 跟图片上的秒数一样，基本没色差。
-1,衣服不错，质量很好。很合身，天冷了，正好穿上！很好的店家，强烈推荐
-1,衣服和漂亮，女儿很喜欢，面料舒服，没有异味。买了三件，都不错。
-1,质量灰常好，比较厚实的棉，穿着很舒服，出乎意料啊
1,不得不说，真的太好看了，显得我特别小清新，而且面料很柔软，一点不扎扎，超级喜欢，买的人都会变美喔
-1,特别棒！摸起来有手感，用料不错哦，应该不会容易起毛的
-1,衣服收到了，发货很快，质量也很好，穿着很舒服，不错不错。
-1,衣服收到了，质量不错，款式也非常好，很喜欢！
-1,宝贝收到了，质量不错，很漂亮，快递也给力，面料很舒服呢。
-1,衣衣收到，版形好看，质量不错，物流也快，好评.！
-1,衣服质量挺不错的， 很有质感， 穿上朋友都说好看， 很喜欢。
-1,衣服质量不错，手感很好，面料不错，颜色也很正，商家态度点赞。
-1,第二次购买了， 卫衣质量很棒 ，穿上很舒服。
-1,东西收到了，面料很舒服，质量不错，超值，推荐购买！
-1,颜色不错和图片的一样，款式也漂亮，面料也很好
-1,衣服收到了，很好，质量不错，快递很给力。客服也很好，赞。
-1,质量不错，布料摸上去也舒服，做工也很精细，喜欢
-1,衣服收到了，很好，质量不错，值得购买~喜欢，好评了~！！
-1,宝贝收到，款式很喜欢，质量不错，手感也很舒服！
-1,穿着很舒服，质量很好，价格实惠，还会再来的。
-1,老婆很喜欢，穿上很舒服，款式很时尚，值得推荐。
-1,衣服质量不错！穿上很舒服！值得购买的一款衣服！还在观望的赶紧下手咯！
-1,衣服很漂亮，穿上很舒服，质量不错，很喜欢，都说穿上有气质。
-1,衣服收到了，很好，质量不错，快递很给力。客服也很好，赞，~
-1,衣服质量不错，跟图片一样好看，穿的舒服真的很不错
-1,物流真快，帮朋友买的，朋友很喜欢，价廉物美，质量不错，服务态度好，满分。
-1,质量很好，发货很快，衣服很舒服，颜色好看无色差，价格实惠，真的是物美价廉。
-1,好漂亮呦！面料很好，穿上很舒服，做工也很精细，款式很不错，喜欢
-1,很好看的 然后质量很好 比想象中的好很喜欢呢
-1,衣服收到了，上身效果挺好的，穿上很舒服，衣服有弹力，还不错，满意，5分。
-1,卫衣不错，穿上很暖和，颜色也很正，下次还来。
-1,衣服很不错，款式也很新颖，穿上很舒服，价钱很合理，商家服务态度很好
-1,不错比我想象中的要好，版型穿出来很修身，不错值得购买
-1,\n面料不错 摸着好舒服 穿起来特别有皮质 显身材呢
-1,质量很好，做工也很精细，面料挺不错的，很适合。
-1,衣服不错，版型，颜色超好，值得给大家推荐，衣服穿起来很有气质，很厚实。
-1,颜色不错，跟图片一样，质量也非常好，穿上不会起球，也暖和。
-1,颜色不错和图片的一样，款式也漂亮，面料也很好
-1,质量不错 款式很漂亮 上身很不错 颜色无色差
-1,颜色正，款式也不错，质量也是杠杠的，超喜欢！下次还来
-1,质量不错，面料很舒服，版型也很好，很喜欢！
-1,质量不错，很合身，面料很柔软舒服，很值这个价
-1,还可以，我老婆很喜欢，穿上特别漂亮，赞一个。
-1,衣服收到了，质量不错，物流挺快，卖家服务很好
-1,质量不错，穿起来也好看，和描述的一致，发货快，不错
-1,很棒的衣服，手感也好，穿着舒服，现在来穿刚好，能买到这样的衣服很不错，好评！
-1,发货速度快，大衣质量很好，款式漂亮，上身效果很赞，非常喜欢
1,质量太一般，布料很薄，裤子穿了会起球的那种，真的是一分钱一分货
-1,不错不错，这个价钱买的这个衣服非常漂亮。然后这个面料也是我想要的，非常棒哦。
-1,布料很好！摸着很软舒服，相信穿起来也会很舒适的，值得购买。
-1,衣服特别好面料很舒服，穿在身上很显气质很显瘦！
-1,衣服很好，是我想要的样子，和图片一样，质量特别好
-1,衣服挺好的，质量不错，穿着舒适，和图片上一样！
-1,面料手感不错，款式简洁大方，显瘦，穿上挺漂亮的。
-1,衣服看起来不错，面料也柔软，款式漂亮，才收到，还没上身。
-1,衣服收到了，比较满意，有需要还会在来。好评
-1,帮朋友买的，衣服质量很好，她很喜欢，好评！
-1,衣服不错！质量杠杠滴！布料很柔软顺滑，非常喜欢！
-1,刚收到衣服，质量真心觉得不错，物美价廉值得购买！
-1,面料质感不错，穿身上挺舒服的，闺蜜都说好看！
-1,穿上显瘦，挺好看的，大家都说好看，准备帮朋友再买一套。
-1,衣服特别好，非常漂亮，很喜欢，准备再买一套，真的很好。
-1,质量不错，摸着感觉挺舒服的，是我喜欢的款哦！
1,上衣我挺喜欢的。就是裤子已经起球了，还粘好多杂东西。。。。
1,款式还好，就是质量很差，起球球，穿2次都不好意思出门了
-1,衣服大了，质量好！售后特别好，快递小哥也辛苦！春节都在为大家服务！感谢！
1,买大了，店家服务态度特别好，大过年的还上班，由于买大了，也没有收我运费，很快又调换了！感谢！
-1,宝贝到了，物流也快，款式和面料都还行，网购还是京东自营的好！一百个?
1,東西很一般 超級薄 和圖片差距大 不建議購买
1,这款衣服很漂亮面料很舒服，天暖和的时候穿刚刚好
-1,"??许多人修炼并非为了证悟，而是在装点此生！
       我们许多人的所作所为，都是出于期待，而不是出于无造作的真诚。

       缺乏真诚时，我们会变得非常软弱，我们可能成为自己跟别人期待的牺牲品。佛经总是起始于阿难说：&ldquo;如是我闻&hellip;&hellip;&rdquo;这相当重要，告诉我们许多事情。阿难记录下佛陀的一切话语，却未曾宣称这些教授来自他自己，他清楚地表明他只是在复述从释迦牟尼佛那儿听闻到的话。

       时至今日，人人都想当原创者，特别是上师们。我读过一些现代上师的书，宣称他们的教导是自己的研究结果，是自己的发现。现代社会的人，不知怎的，似乎受到新的、原创事物的吸引。但在此，我们并非着眼于某人的发明，而是在检视纯净真实的法&mdash;&mdash;佛陀的话语。我们居住的这个世界受苦于无休止的不安全感，灵性事物已成为一种交易，因此像我这种灵性导师总觉得需要招揽更多生意。

       因为了解人们的弱点，而且人有不安全感，贩售灵性事物是很容易的。你们当中有些可能是生意人，因此我相信你们知道销售是怎么一回事：先告诉人们应该拥有某件他们没有的东西，然后再告诉他们购买的地方就是我这里，我有你需要的东西。"
-1,"??许多人修炼并非为了证悟，而是在装点此生！
       我们许多人的所作所为，都是出于期待，而不是出于无造作的真诚。

       缺乏真诚时，我们会变得非常软弱，我们可能成为自己跟别人期待的牺牲品。佛经总是起始于阿难说：&ldquo;如是我闻&hellip;&hellip;&rdquo;这相当重要，告诉我们许多事情。阿难记录下佛陀的一切话语，却未曾宣称这些教授来自他自己，他清楚地表明他只是在复述从释迦牟尼佛那儿听闻到的话。

       时至今日，人人都想当原创者，特别是上师们。我读过一些现代上师的书，宣称他们的教导是自己的研究结果，是自己的发现。现代社会的人，不知怎的，似乎受到新的、原创事物的吸引。但在此，我们并非着眼于某人的发明，而是在检视纯净真实的法&mdash;&mdash;佛陀的话语。我们居住的这个世界受苦于无休止的不安全感，灵性事物已成为一种交易，因此像我这种灵性导师总觉得需要招揽更多生意。

       因为了解人们的弱点，而且人有不安全感，贩售灵性事物是很容易的。你们当中有些可能是生意人，因此我相信你们知道销售是怎么一回事：先告诉人们应该拥有某件他们没有的东西，然后再告诉他们购买的地方就是我这里，我有你需要的东西。"
1,确实适合瘦女孩，特棒，合身！薄薄的绒，特适合冬天穿在大衣里面，满意！
1,质量很好，比较薄，内里带绒但是薄款，还可以。。
1,不是特别厚的款式，面料有弹性，质量很好，春秋穿合适，北京冬天薄了点。
1,不是特别厚的款式，面料有弹性，质量很好，春秋穿合适，北京冬天薄了点。
-1,衣服舒服，漂亮。衣服舒服，漂亮。衣服舒服，漂亮。
-1,衣服穿起来很舒服，和图片上一样的，手感非常好，给五星
-1,先前买了一件，同事们也喜欢，就帮她们一下子买了七件。会继续关注。
-1,穿上舒适，买了比平时小一号的就行。这次又买了七件。继续关注。
1,店家服务态度很好，本来想换一件衣服的  最后试了试还是决定不换了
1,很喜欢这种感觉的衣服，质量非常棒，我和老公都很喜欢
1,我觉得非常好啊 特别适合学生穿 对快递很满意 很愉快的一次网购
-1,衣服已收到，大小刚好，非常满意，非常喜欢，还会继续购买
-1,衣服很漂亮，孩子很喜欢！唯一遗憾的是，刚买完就降价了，有些小失落！
1,一共买了三件，有一件米奇下面的28印图是歪的，跟卖家说话也好半天不回复，叫什么马妹子和小夕的说话迟迟不回复，而且衣服没有什么弹力穿起来有束缚感，款式一般，物流超级慢、
1,跟老公买的情侣装，瞬间变得有爱了，这是第一次从京东购物，还行，以后还会继续开的
1,衣服很喜欢，可以搭很多裤子呢！大小也很合适的。
1,还行吧，对得起这个价格了，柔软舒适，不爽的是刚刚买完就又打折了
-1,衣服挺好，大小合适，挺喜欢的，质量不错的，下回还买。喜欢。
-1,衣服很好，很值得，真的是物美价廉，给自己和闺蜜一人买了一件
-1,衣服很好，很值得，真的是物美价廉，给自己和闺蜜一人买了一件
-1,快递收到了，京东质量非常好，快递小哥态度很好，买了一堆，都给送到家，京东优惠很多，以后还来京东买东西，支持京东
-1,衣服收到了无色差试穿一下大小合适呢、好评吧
-1,还是不错 支持森马 我喜欢 买衣服就在这了
-1,衣服收到迫不及待试了一下，和我想象中一样好，完美！
1,刚拿到手，就有这些黑色的跟油一样的东西，不开心?
-1,五件中这是最满意的一件，很厚实，不错，喜欢，物有所值！
-1,在这家店买了四件，这件最喜欢，五六十的价格有这样的质量惊讶，今天收到几件衣服都好合适而且质量都好，收藏了这家店！
-1,京东购物方便快捷，晚上订的，第二天上午就收到了，质量挺好，给五分
-1,衣服挺不错的，没有异味，快递也很快！价格也合适。
-1,衣服质量很好，穿着也很漂亮，价钱合适，还会再次购买！
1,大小很合适，上面的Mickeymouse是小亮片缝的。
-1,质量很好的，好好好好，试穿过了，很是不错！
